Company ID,Country code,Country,Archive standard coding,ROE,ROA,Fixed assets ratio,Current ratio,Log total assets,Debt equity ratio,GDP pc (eur),GDP pc (PPS),GDP growth,Interest rate,Inflation rate,Public debt over GDP,Tourism intensity,ITE over GDP,Trips,Nights
953,9,Italy,IT,-0.0388911031186581,0.00139058218337595,0.0534509681165218,0.0600757300853729,4.51157665252686,1.49797904491425,28690,29090,1.7,-0.32905,1.3,136.4,6942.28,2.38368502945934,53965837,273165167
954,9,Italy,IT,0.00439548445865512,0.0101481229066849,2.71225452423096,0.397783786058426,3.71044373512268,4.19231081008911,28690,29090,1.7,-0.32905,1.3,136.4,6942.28,2.38368502945934,53965837,273165167
955,9,Italy,IT,0.975041329860687,0.729926109313965,4.13104248046875,3.57263994216919,3.83604073524475,0.355050772428513,28690,29090,1.7,-0.32905,1.3,136.4,6942.28,2.38368502945934,53965837,273165167
956,9,Italy,IT,-0.00705677224323154,0.0174540970474482,2.15332007408142,0.522581040859222,3.84804654121399,17.6758975982666,28690,29090,1.7,-0.32905,1.3,136.4,6942.28,2.38368502945934,53965837,273165167
957,9,Italy,IT,3.1339738368988,-0.0987460762262344,3.46767830848694,0.25156369805336,3.80004143714905,-30.5759410858154,28690,29090,1.7,-0.32905,1.3,136.4,6942.28,2.38368502945934,53965837,273165167
958,9,Italy,IT,0.44234573841095,0.0471813194453716,6.02170085906982,0.540732443332672,3.28757977485657,8.73290634155273,28690,29090,1.7,-0.32905,1.3,136.4,6942.28,2.38368502945934,53965837,273165167
959,9,Italy,IT,0.103278189897537,0.0431676506996155,3.08206534385681,1.23612070083618,3.68103432655334,1.47693824768066,28690,29090,1.7,-0.32905,1.3,136.4,6942.28,2.38368502945934,53965837,273165167
960,9,Italy,IT,0.284828156232834,0.179339304566383,8.90567302703857,1.54094278812408,3.78238391876221,0.613033711910248,28690,29090,1.7,-0.32905,1.3,136.4,6942.28,2.38368502945934,53965837,273165167
961,9,Italy,IT,0.15005911886692,0.118852615356445,0.761840522289276,0.380129337310791,4.54140901565552,0.262564778327942,28690,29090,1.7,-0.32905,1.3,136.4,6942.28,2.38368502945934,53965837,273165167
962,9,Italy,IT,0.477217316627502,0.221849977970123,10.0427560806274,1.09289956092834,3.533278465271,1.21388900279999,28690,29090,1.7,-0.32905,1.3,136.4,6942.28,2.38368502945934,53965837,273165167
